test_year,year_complete,model,side,label,threshold,sample_mode,train_rows,candidate_rows,signal_count,coverage,precision,natural_precision,precision_lift,actual_up_rate,actual_down_rate,avg_future_ret_3w,median_future_ret_3w,avg_future_mfe_3w,avg_future_mae_3w,natural_avg_future_ret_3w,avg_return_lift
2021,True,mlp,bottom,manual_weak_bottom_label,0.3,all_signals,115,8,7,0.875,0.5714285714285714,0.5,0.0714285714285714,1.0,0.0,0.03580763714285714,0.03545762,0.05547679,-0.016738494285714285,0.034160525,0.001647112142857142
2021,True,mlp,bottom,manual_weak_bottom_label,0.3,non_overlapping,115,8,5,0.625,0.4,0.5,-0.09999999999999998,1.0,0.0,0.029531540000000002,0.02379002,0.045956938,-0.019701588,0.034160525,-0.004628984999999995
2021,True,mlp,bottom,manual_weak_bottom_label,0.4,all_signals,115,8,7,0.875,0.5714285714285714,0.5,0.0714285714285714,1.0,0.0,0.03580763714285714,0.03545762,0.05547679,-0.016738494285714285,0.034160525,0.001647112142857142
2021,True,mlp,bottom,manual_weak_bottom_label,0.4,non_overlapping,115,8,5,0.625,0.4,0.5,-0.09999999999999998,1.0,0.0,0.029531540000000002,0.02379002,0.045956938,-0.019701588,0.034160525,-0.004628984999999995
2021,True,mlp,bottom,manual_weak_bottom_label,0.5,all_signals,115,8,4,0.5,0.5,0.5,0.0,1.0,0.0,0.04379977,0.046059260000000005,0.05639239,-0.0186943475,0.034160525,0.009639245000000005
2021,True,mlp,bottom,manual_weak_bottom_label,0.5,non_overlapping,115,8,3,0.375,0.3333333333333333,0.5,-0.16666666666666669,1.0,0.0,0.03353578666666667,0.03545762,0.048804886666666665,-0.023207973333333336,0.034160525,-0.0006247383333333259
2021,True,mlp,bottom,manual_weak_bottom_label,0.6,all_signals,115,8,1,0.125,0.0,0.5,-0.5,1.0,0.0,0.03545762,0.03545762,0.03549823,-0.04808904,0.034160525,0.001297095000000005
2021,True,mlp,bottom,manual_weak_bottom_label,0.6,non_overlapping,115,8,1,0.125,0.0,0.5,-0.5,1.0,0.0,0.03545762,0.03545762,0.03549823,-0.04808904,0.034160525,0.001297095000000005
2021,True,mlp,bottom,manual_weak_bottom_label,0.7,all_signals,115,8,0,0.0,,0.5,,,,,,,,0.034160525,
2021,True,mlp,bottom,manual_weak_bottom_label,0.7,non_overlapping,115,8,0,0.0,,0.5,,,,,,,,0.034160525,
2021,True,mlp,top,manual_weak_top_label,0.3,all_signals,104,23,15,0.6521739130434783,0.4,0.2608695652173913,0.13913043478260873,0.5333333333333333,0.4666666666666667,-0.0030400053333333333,0.00769883,0.02733096466666667,-0.04254829066666667,0.008074103913043479,-0.011114109246376812
2021,True,mlp,top,manual_weak_top_label,0.3,non_overlapping,104,23,8,0.34782608695652173,0.375,0.2608695652173913,0.1141304347826087,0.625,0.375,-0.00455944,0.012213245,0.025830335,-0.03906672375,0.008074103913043479,-0.012633543913043478
2021,True,mlp,top,manual_weak_top_label,0.4,all_signals,104,23,10,0.43478260869565216,0.4,0.2608695652173913,0.13913043478260873,0.5,0.5,0.001409511,0.00312473,0.026314536,-0.035094476,0.008074103913043479,-0.006664592913043478
2021,True,mlp,top,manual_weak_top_label,0.4,non_overlapping,104,23,6,0.2608695652173913,0.3333333333333333,0.2608695652173913,0.07246376811594202,0.6666666666666666,0.3333333333333333,0.013155225,0.013163,0.032233446666666665,-0.025788873333333334,0.008074103913043479,0.005081121086956521
2021,True,mlp,top,manual_weak_top_label,0.5,all_signals,104,23,7,0.30434782608695654,0.42857142857142855,0.2608695652173913,0.16770186335403725,0.42857142857142855,0.5714285714285714,0.0016378485714285715,-0.00144937,0.024211217142857143,-0.031912215714285715,0.008074103913043479,-0.006436255341614907
2021,True,mlp,top,manual_weak_top_label,0.5,non_overlapping,104,23,5,0.21739130434782608,0.4,0.2608695652173913,0.13913043478260873,0.6,0.4,0.009634298,0.00769883,0.030170352,-0.031235308,0.008074103913043479,0.001560194086956521
2021,True,mlp,top,manual_weak_top_label,0.6,all_signals,104,23,2,0.08695652173913043,1.0,0.2608695652173913,0.7391304347826086,0.5,0.5,-0.01857926,-0.01857926,0.00685612,-0.050238015,0.008074103913043479,-0.02665336391304348
