model,side,label,threshold,sample_mode,evaluated_years,complete_years,candidate_rows,signal_count,coverage,precision,natural_precision,actual_up_rate,actual_down_rate,avg_future_ret_3w,avg_future_mfe_3w,avg_future_mae_3w,natural_avg_future_ret_3w,precision_lift,avg_return_lift
qda,bottom,manual_weak_bottom_label,0.5,non_overlapping,6,5,80,37,0.4625,0.1891891891891892,0.25,0.5135135135135135,0.4864864864864865,0.0062108259459459445,0.04436426378378379,-0.04919293945945946,0.012450520499999998,-0.0608108108108108,-0.006239694554054053
qda,bottom,manual_weak_bottom_label,0.6,all_signals,6,5,80,80,1.0,0.25,0.25,0.5375,0.4625,0.012450520499999998,0.049257001,-0.0485308685,0.012450520499999998,0.0,0.0
qda,bottom,manual_weak_bottom_label,0.6,non_overlapping,6,5,80,37,0.4625,0.1891891891891892,0.25,0.5135135135135135,0.4864864864864865,0.0062108259459459445,0.04436426378378379,-0.04919293945945946,0.012450520499999998,-0.0608108108108108,-0.006239694554054053
qda,bottom,manual_weak_bottom_label,0.7,all_signals,6,5,80,80,1.0,0.25,0.25,0.5375,0.4625,0.012450520499999998,0.049257001,-0.0485308685,0.012450520499999998,0.0,0.0
qda,bottom,manual_weak_bottom_label,0.7,non_overlapping,6,5,80,37,0.4625,0.1891891891891892,0.25,0.5135135135135135,0.4864864864864865,0.0062108259459459445,0.04436426378378379,-0.04919293945945946,0.012450520499999998,-0.0608108108108108,-0.006239694554054053
qda,top,manual_weak_top_label,0.3,all_signals,6,5,111,108,0.972972972972973,0.3425925925925926,0.3333333333333333,0.5833333333333334,0.4166666666666667,0.006785828240740742,0.04115534935185185,-0.03602945416666667,0.00734634927927928,0.0092592592592593,-0.0005605210385385374
qda,top,manual_weak_top_label,0.3,non_overlapping,6,5,111,44,0.3963963963963964,0.36363636363636365,0.3333333333333333,0.5681818181818182,0.4318181818181818,0.009011646590909092,0.04512568409090909,-0.033570193181818184,0.00734634927927928,0.03030303030303033,0.0016652973116298127
qda,top,manual_weak_top_label,0.4,all_signals,6,5,111,108,0.972972972972973,0.3425925925925926,0.3333333333333333,0.5833333333333334,0.4166666666666667,0.006785828240740742,0.04115534935185185,-0.03602945416666667,0.00734634927927928,0.0092592592592593,-0.0005605210385385374
qda,top,manual_weak_top_label,0.4,non_overlapping,6,5,111,44,0.3963963963963964,0.36363636363636365,0.3333333333333333,0.5681818181818182,0.4318181818181818,0.009011646590909092,0.04512568409090909,-0.033570193181818184,0.00734634927927928,0.03030303030303033,0.0016652973116298127
qda,top,manual_weak_top_label,0.5,all_signals,6,5,111,108,0.972972972972973,0.3425925925925926,0.3333333333333333,0.5833333333333334,0.4166666666666667,0.006785828240740742,0.04115534935185185,-0.03602945416666667,0.00734634927927928,0.0092592592592593,-0.0005605210385385374
qda,top,manual_weak_top_label,0.5,non_overlapping,6,5,111,44,0.3963963963963964,0.36363636363636365,0.3333333333333333,0.5681818181818182,0.4318181818181818,0.009011646590909092,0.04512568409090909,-0.033570193181818184,0.00734634927927928,0.03030303030303033,0.0016652973116298127
qda,top,manual_weak_top_label,0.6,all_signals,6,5,111,108,0.972972972972973,0.3425925925925926,0.3333333333333333,0.5833333333333334,0.4166666666666667,0.006785828240740742,0.04115534935185185,-0.03602945416666667,0.00734634927927928,0.0092592592592593,-0.0005605210385385374
qda,top,manual_weak_top_label,0.6,non_overlapping,6,5,111,44,0.3963963963963964,0.36363636363636365,0.3333333333333333,0.5681818181818182,0.4318181818181818,0.009011646590909092,0.04512568409090909,-0.033570193181818184,0.00734634927927928,0.03030303030303033,0.0016652973116298127
qda,top,manual_weak_top_label,0.7,all_signals,6,5,111,107,0.963963963963964,0.3364485981308411,0.3333333333333333,0.5887850467289719,0.411214953271028,0.0075764211214953275,0.041467630280373834,-0.035583324205607475,0.00734634927927928,0.0031152647975077885,0.00023007184221604787
qda,top,manual_weak_top_label,0.7,non_overlapping,6,5,111,44,0.3963963963963964,0.3409090909090909,0.3333333333333333,0.5681818181818182,0.4318181818181818,0.009423402272727274,0.044950548636363635,-0.0335696725,0.00734634927927928,0.007575757575757569,0.0020770529934479942
svm,bottom,manual_weak_bottom_label,0.3,all_signals,6,5,80,23,0.2875,0.08695652173913043,0.25,0.5217391304347826,0.4782608695652174,0.013926674782608697,0.03780260652173913,-0.028984511304347822,0.012450520499999998,-0.16304347826086957,0.001476154282608699
svm,bottom,manual_weak_bottom_label,0.3,non_overlapping,6,5,80,12,0.15,0.16666666666666666,0.25,0.5,0.5,0.0189090725,0.04689724333333333,-0.02563538833333333,0.012450520499999998,-0.08333333333333334,0.006458552000000001
svm,bottom,manual_weak_bottom_label,0.4,all_signals,6,5,80,2,0.025,0.0,0.25,0.5,0.5,-0.003231345,0.04760921,-0.05617108,0.012450520499999998,-0.25,-0.015681865499999996
svm,bottom,manual_weak_bottom_label,0.4,non_overlapping,6,5,80,1,0.0125,0.0,0.25,1.0,0.0,0.02953034,0.06359148,-0.01031441,0.012450520499999998,-0.25,0.017079819500000003
svm,bottom,manual_weak_bottom_label,0.5,all_signals,6,5,80,1,0.0125,0.0,0.25,1.0,0.0,0.02953034,0.06359148,-0.01031441,0.012450520499999998,-0.25,0.017079819500000003
svm,bottom,manual_weak_bottom_label,0.5,non_overlapping,6,5,80,1,0.0125,0.0,0.25,1.0,0.0,0.02953034,0.06359148,-0.01031441,0.012450520499999998,-0.25,0.017079819500000003
svm,bottom,manual_weak_bottom_label,0.6,all_signals,6,5,80,0,0.0,,0.25,,,,,,0.012450520499999998,,
svm,bottom,manual_weak_bottom_label,0.6,non_overlapping,6,5,80,0,0.0,,0.25,,,,,,0.012450520499999998,,
svm,bottom,manual_weak_bottom_label,0.7,all_signals,6,5,80,0,0.0,,0.25,,,,,,0.012450520499999998,,
svm,bottom,manual_weak_bottom_label,0.7,non_overlapping,6,5,80,0,0.0,,0.25,,,,,,0.012450520499999998,,
svm,top,manual_weak_top_label,0.3,all_signals,6,5,111,69,0.6216216216216216,0.34782608695652173,0.3333333333333333,0.6086956521739131,0.391304347826087,0.01221412536231884,0.04592309652173913,-0.03330473246376812,0.00734634927927928,0.014492753623188415,0.0048677760830395595
svm,top,manual_weak_top_label,0.3,non_overlapping,6,5,111,29,0.26126126126126126,0.3448275862068966,0.3333333333333333,0.4827586206896552,0.5172413793103449,0.01472251206896552,0.04919726931034483,-0.029693928965517237,0.00734634927927928,0.01149425287356326,0.0073761627896862395
svm,top,manual_weak_top_label,0.4,all_signals,6,5,111,37,0.3333333333333333,0.40540540540540543,0.3333333333333333,0.5405405405405406,0.4594594594594595,0.004112704054054053,0.03844232945945946,-0.03858988837837838,0.00734634927927928,0.07207207207207211,-0.0032336452252252268
svm,top,manual_weak_top_label,0.4,non_overlapping,6,5,111,20,0.18018018018018017,0.35,0.3333333333333333,0.65,0.35,0.004815475000000001,0.038325345,-0.0362927975,0.00734634927927928,0.016666666666666663,-0.0025308742792792783
svm,top,manual_weak_top_label,0.5,all_signals,6,5,111,14,0.12612612612612611,0.5714285714285714,0.3333333333333333,0.42857142857142855,0.5714285714285714,0.0029191507142857153,0.034789145,-0.041342559999999993,0.00734634927927928,0.23809523809523808,-0.004427198564993564
svm,top,manual_weak_top_label,0.5,non_overlapping,6,5,111,9,0.08108108108108109,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.009251628888888891,0.04146690111111111,-0.040197557777777775,0.00734634927927928,0.3333333333333333,0.0019052796096096112
svm,top,manual_weak_top_label,0.6,all_signals,6,5,111,2,0.018018018018018018,0.0,0.3333333333333333,0.0,1.0,-0.031646725,0.00519472,-0.06555516,0.00734634927927928,-0.3333333333333333,-0.03899307427927928
svm,top,manual_weak_top_label,0.6,non_overlapping,6,5,111,2,0.018018018018018018,0.0,0.3333333333333333,0.0,1.0,-0.031646725,0.00519472,-0.06555516,0.00734634927927928,-0.3333333333333333,-0.03899307427927928
svm,top,manual_weak_top_label,0.7,all_signals,6,5,111,0,0.0,,0.3333333333333333,,,,,,0.00734634927927928,,
svm,top,manual_weak_top_label,0.7,non_overlapping,6,5,111,0,0.0,,0.3333333333333333,,,,,,0.00734634927927928,,
